Number of texts in corpus: 1120
Unique lemmas found: 19959

<в, PREP, 0,0437, 0,963>
<свойство, NOUN, 0,000950, 0,163>
<платформа, NOUN, 0,000950, 0,208>
<разработчик, NOUN, 0,000948, 0,240>
<весь, NPRO, 0,000935, 0,256>
<исключение, NOUN, 0,000926, 0,132>
<динамический, ADJF, 0,000918, 0,171>
<разный, ADJF, 0,000913, 0,191>
<общий, ADJF, 0,000911, 0,226>
<простой, ADJF, 0,000904, 0,246>
<конструктор, NOUN, 0,000889, 0,0830>
<ключевой, ADJF, 0,000889, 0,163>
<доступ, NOUN, 0,000889, 0,180>
<текст, NOUN, 0,000883, 0,187>
<большой, ADJF, 0,000883, 0,218>
<применение, NOUN, 0,000881, 0,209>
<обычно, ADVB, 0,000878, 0,228>
<способ, NOUN, 0,000868, 0,215>
<порядок, NOUN, 0,000868, 0,164>
<точка, NOUN, 0,000859, 0,168>
<название, NOUN, 0,000848, 0,232>
<механизм, NOUN, 0,000848, 0,157>
<алгоритм, NOUN, 0,000846, 0,121>
<процедура, NOUN, 0,000842, 0,130>
<основа, NOUN, 0,000839, 0,223>
<поток, NOUN, 0,000835, 0,102>
<встроенный, PRTF, 0,000831, 0,183>
<целый, ADJF, 0,000828, 0,148>
<специальный, ADJF, 0,000817, 0,192>
<формат, NOUN, 0,000809, 0,141>
<информация, NOUN, 0,000807, 0,169>
<шаблон, NOUN, 0,000794, 0,101>
<пакет, NOUN, 0,000794, 0,117>
<модель, NOUN, 0,000791, 0,164>
<инструкция, NOUN, 0,000781, 0,122>
<функциональный, ADJF, 0,000780, 0,154>
<стал, VERB, 0,000778, 0,186>
<содержу, VERB, 0,000776, 0,202>
<большинство, NOUN, 0,000772, 0,211>
<объявление, NOUN, 0,000770, 0,117>
<тот, ADJF, 0,000768, 0,211>
<форма, NOUN, 0,000768, 0,184>
<условие, NOUN, 0,000767, 0,142>
<часто, ADVB, 0,000763, 0,220>
<через, PREP, 0,000761, 0,188>
<либо, CONJ, 0,000761, 0,138>
<решение, NOUN, 0,000754, 0,165>
<особенность, NOUN, 0,000743, 0,207>
<представление, NOUN, 0,000737, 0,154>
<база, NOUN, 0,000737, 0,155>
<использую, VERB, 0,000733, 0,213>
<отличие, NOUN, 0,000730, 0,213>
<где, ADVB, 0,000728, 0,201>
<цель, NOUN, 0,000726, 0,202>
<количество, NOUN, 0,000722, 0,191>
<логический, ADJF, 0,000717, 0,135>
<представляю, VERB, 0,000717, 0,199>
<проблема, NOUN, 0,000715, 0,159>
<компания, NOUN, 0,000713, 0,184>
<написанный, PRTF, 0,000711, 0,201>
<запрос, NOUN, 0,000709, 0,0911>
<поэтому, ADVB, 0,000709, 0,186>
<последний, ADJF, 0,000707, 0,191>
<кроме, PREP, 0,000705, 0,205>
<компьютер, NOUN, 0,000702, 0,140>
<вариант, NOUN, 0,000702, 0,174>
<операционный, ADJF, 0,000700, 0,169>
<обеспечение, NOUN, 0,000689, 0,201>
<хотя, CONJ, 0,000689, 0,196>
<объектно-ориентированный, ADJF, 0,000689, 0,174>
<вывод, NOUN, 0,000685, 0,143>
<изменение, NOUN, 0,000681, 0,170>
<используемый, PRTF, 0,000680, 0,221>
<поле, NOUN, 0,000670, 0,0866>
<над, PREP, 0,000668, 0,167>
<соответствующий, ADJF, 0,000668, 0,169>
<поскольку, CONJ, 0,000657, 0,168>
<машина, NOUN, 0,000655, 0,143>
<начало, NOUN, 0,000652, 0,193>
<конкретный, ADJF, 0,000648, 0,146>
<высокий, ADJF, 0,000648, 0,150>
<называюсь, VERB, 0,000646, 0,179>
<сам, ADJF, 0,000643, 0,185>
<уже, ADVB, 0,000639, 0,181>
<у, PREP, 0,000637, 0,171>
<сообщение, NOUN, 0,000635, 0,0982>
<исполнение, NOUN, 0,000631, 0,130>
<сам, NPRO, 0,000622, 0,167>
<базовый, ADJF, 0,000618, 0,155>
<сложный, ADJF, 0,000615, 0,160>
<размер, NOUN, 0,000613, 0,122>
<процессор, NOUN, 0,000613, 0,119>
<подобный, ADJF, 0,000611, 0,182>
<идентификатор, NOUN, 0,000607, 0,0884>
<х, NOUN, 0,000598, 0,138>
<наиболее, ADVB, 0,000598, 0,171>
<виртуальный, ADJF, 0,000598, 0,111>
<дополнительный, ADJF, 0,000593, 0,165>
<разработан, PRTS, 0,000591, 0,202>
<ассемблер, NOUN, 0,000591, 0,0902>
<диалект, NOUN, 0,000591, 0,115>
<ряд, NOUN, 0,000589, 0,145>
<доступен, ADJS, 0,000587, 0,187>
<понятие, NOUN, 0,000585, 0,144>
<лисп, NOUN, 0,000581, 0,0589>
<семантический, ADJF, 0,000581, 0,0598>
<далее, ADVB, 0,000578, 0,168>
<полиморфизм, NOUN, 0,000576, 0,0518>
<современный, ADJF, 0,000576, 0,164>
<проверка, NOUN, 0,000576, 0,129>
<отдельный, ADJF, 0,000574, 0,166>
<синтаксический, ADJF, 0,000574, 0,128>
<даже, PRCL, 0,000574, 0,158>
<сравнение, NOUN, 0,000572, 0,148>
<вместо, PREP, 0,000572, 0,163>
<графический, ADJF, 0,000572, 0,120>
<ещё, ADVB, 0,000568, 0,156>
<работаю, VERB, 0,000563, 0,188>
<включаю, VERB, 0,000561, 0,181>
<типизация, NOUN, 0,000561, 0,0964>
<бы, PRCL, 0,000552, 0,132>
<выполняюсь, VERB, 0,000550, 0,160>
<документ, NOUN, 0,000548, 0,0839>
<преобразование, NOUN, 0,000548, 0,114>
<момент, NOUN, 0,000548, 0,163>
<нет, ADVB, 0,000546, 0,152>
<оптимизация, NOUN, 0,000544, 0,109>
<необходимость, NOUN, 0,000544, 0,146>
<частность, NOUN, 0,000541, 0,166>
<предоставляю, VERB, 0,000541, 0,143>
<конец, NOUN, 0,000539, 0,148>
<знание, NOUN, 0,000537, 0,0589>
<спецификация, NOUN, 0,000535, 0,115>
<самый, ADJF, 0,000535, 0,169>
<ограничение, NOUN, 0,000533, 0,137>
<подпрограмма, NOUN, 0,000533, 0,0598>
<статический, ADJF, 0,000531, 0,110>
<обычный, ADJF, 0,000531, 0,148>
<адрес, NOUN, 0,000528, 0,0973>
<создан, PRTS, 0,000526, 0,171>
<лишь, PRCL, 0,000518, 0,125>
<семантика, NOUN, 0,000518, 0,0973>
<ресурс, NOUN, 0,000517, 0,0804>
<имеюсь, VERB, 0,000517, 0,146>
<любой, ADJF, 0,000517, 0,143>
<поведение, NOUN, 0,000517, 0,106>
<затем, ADVB, 0,000515, 0,167>
<развитие, NOUN, 0,000507, 0,140>
<машинный, ADJF, 0,000507, 0,103>
<действие, NOUN, 0,000505, 0,126>
<логика, NOUN, 0,000502, 0,0830>
<инструмент, NOUN, 0,000502, 0,116>
<макрос, NOUN, 0,000502, 0,0563>
<очень, ADVB, 0,000502, 0,144>
<второй, NUMR, 0,000500, 0,135>
<полный, ADJF, 0,000500, 0,156>
<термин, NOUN, 0,000498, 0,120>
<тело, NOUN, 0,000496, 0,0643>
<некоторый, ADJF, 0,000496, 0,147>
<место, NOUN, 0,000493, 0,139>
<умолчание, NOUN, 0,000493, 0,129>
<стек, NOUN, 0,000493, 0,0634>
<константа, NOUN, 0,000489, 0,0946>
<последовательность, NOUN, 0,000489, 0,113>
<следую, VERB, 0,000487, 0,141>
<который, NPRO, 0,000485, 0,172>
<поддерживаюсь, VERB, 0,000485, 0,147>
<таблица, NOUN, 0,000480, 0,100>
<зависимость, NOUN, 0,000476, 0,126>
<отношение, NOUN, 0,000476, 0,107>
<история, NOUN, 0,000474, 0,206>
<возможно, ADVB, 0,000474, 0,153>
<путь, NOUN, 0,000470, 0,146>
<запятая, NOUN, 0,000470, 0,0759>
<группа, NOUN, 0,000470, 0,112>
<идея, NOUN, 0,000470, 0,121>
<скрипт, NOUN, 0,000468, 0,0759>
<сервер, NOUN, 0,000467, 0,0723>
<объектный, ADJF, 0,000467, 0,0973>
<скобка, NOUN, 0,000467, 0,108>
<концепция, NOUN, 0,000465, 0,129>
<использоваться, INFN, 0,000465, 0,145>
<из-за, PREP, 0,000463, 0,134>
<передача, NOUN, 0,000463, 0,120>
<поиск, NOUN, 0,000463, 0,0920>
<появился, VERB, 0,000463, 0,130>
<технология, NOUN, 0,000461, 0,106>
<выход, NOUN, 0,000459, 0,0955>
<человек, NOUN, 0,000459, 0,0839>
<внутри, PREP, 0,000457, 0,120>
<написание, NOUN, 0,000457, 0,137>
<достаточно, ADVB, 0,000457, 0,136>
<см, NOUN, 0,000455, 0,113>
<паскаль, NOUN, 0,000455, 0,0732>
<называемый, PRTF, 0,000455, 0,138>
<свободный, ADJF, 0,000452, 0,136>
<раз, NOUN, 0,000452, 0,130>
<анализ, NOUN, 0,000450, 0,110>
<создавать, INFN, 0,000450, 0,148>
<начиная, GRND, 0,000450, 0,137>
<явный, ADJF, 0,000450, 0,0982>
<переход, NOUN, 0,000450, 0,0804>
<наследование, NOUN, 0,000450, 0,0777>
<возвращаю, VERB, 0,000448, 0,0946>
<экземпляр, NOUN, 0,000448, 0,0750>
<пространство, NOUN, 0,000446, 0,0866>
<состояние, NOUN, 0,000446, 0,119>
<комментарий, NOUN, 0,000444, 0,0652>
<абстрактный, ADJF, 0,000444, 0,0839>
<подход, NOUN, 0,000444, 0,113>
<принцип, NOUN, 0,000444, 0,112>
<просто, PRCL, 0,000443, 0,140>
<включая, PREP, 0,000443, 0,149>
<теория, NOUN, 0,000443, 0,0661>
<собственный, ADJF, 0,000441, 0,151>
<применяюсь, VERB, 0,000441, 0,135>
<автор, NOUN, 0,000441, 0,123>
<автоматический, ADJF, 0,000439, 0,112>
<состою, VERB, 0,000437, 0,140>
<текущий, ADJF, 0,000437, 0,118>
<компонент, NOUN, 0,000433, 0,100>
<разработанный, PRTF, 0,000433, 0,167>
<открытый, ADJF, 0,000433, 0,138>
<позволяющий, PRTF, 0,000431, 0,140>
<реализован, PRTS, 0,000430, 0,123>
<требуюсь, VERB, 0,000430, 0,135>
<мусор, NOUN, 0,000430, 0,0589>
<созданный, PRTF, 0,000428, 0,154>
<использовал, VERB, 0,000428, 0,146>
<необходимо, ADVB, 0,000426, 0,120>
<стиль, NOUN, 0,000422, 0,117>
<знак, NOUN, 0,000422, 0,0920>
<присваивание, NOUN, 0,000422, 0,0857>
<написан, PRTS, 0,000422, 0,139>
<лицензия, NOUN, 0,000422, 0,129>
<требую, VERB, 0,000420, 0,112>
<внешний, ADJF, 0,000420, 0,112>
<сеть, NOUN, 0,000417, 0,0759>
<иметь, INFN, 0,000417, 0,128>
<математический, ADJF, 0,000417, 0,106>
<полностью, ADVB, 0,000415, 0,142>
<сторона, NOUN, 0,000413, 0,113>
<текстовый, ADJF, 0,000411, 0,113>
<режим, NOUN, 0,000411, 0,111>
<всегда, ADVB, 0,000407, 0,116>
<три, NUMR, 0,000404, 0,133>
<контекст, NOUN, 0,000404, 0,0920>
<недостаток, NOUN, 0,000404, 0,0973>
<видимость, NOUN, 0,000398, 0,0616>
<получил, VERB, 0,000398, 0,130>
<означаю, VERB, 0,000398, 0,115>
<робот, NOUN, 0,000394, 0,00625>
<определён, PRTS, 0,000394, 0,112>
<связанный, ADJF, 0,000391, 0,129>
<организация, NOUN, 0,000391, 0,105>
<связь, NOUN, 0,000389, 0,106>
<архитектура, NOUN, 0,000387, 0,104>
<известный, ADJF, 0,000387, 0,132>
<сайт, NOUN, 0,000387, 0,0938>
<обеспечиваю, VERB, 0,000383, 0,113>
<страница, NOUN, 0,000383, 0,0750>
<производительность, NOUN, 0,000381, 0,0955>
<очередь, NOUN, 0,000380, 0,117>
<перед, PREP, 0,000380, 0,121>
<определяю, VERB, 0,000380, 0,121>
<определённый, ADJF, 0,000380, 0,114>
<определяюсь, VERB, 0,000376, 0,116>
<основанный, PRTF, 0,000368, 0,137>
<сборка, NOUN, 0,000368, 0,0821>
<происхожу, VERB, 0,000367, 0,116>
<редактор, NOUN, 0,000363, 0,0821>
<назначение, NOUN, 0,000359, 0,117>
<соответствие, NOUN, 0,000359, 0,105>
<больше, ADVB, 0,000357, 0,118>
<продукт, NOUN, 0,000357, 0,0991>
<имеющий, PRTF, 0,000357, 0,115>
<тогда, ADVB, 0,000356, 0,106>
<исполняемый, ADJF, 0,000356, 0,110>
<автоматически, ADVB, 0,000356, 0,0982>
<посредством, PREP, 0,000356, 0,0786>
<системный, ADJF, 0,000354, 0,0848>
<изначально, ADVB, 0,000352, 0,122>
<наличие, NOUN, 0,000352, 0,116>
<использован, PRTS, 0,000352, 0,121>
<нужно, ADVB, 0,000350, 0,101>
<ядро, NOUN, 0,000350, 0,0804>
<менее, ADVB, 0,000350, 0,106>
<локальный, ADJF, 0,000350, 0,0634>
<браузер, NOUN, 0,000348, 0,0518>
<глобальный, ADJF, 0,000348, 0,0723>
<используя, GRND, 0,000348, 0,114>
<компьютерный, ADJF, 0,000346, 0,118>
<друг, NOUN, 0,000346, 0,0732>
<формальный, ADJF, 0,000346, 0,0804>
<отсутствие, NOUN, 0,000344, 0,0973>
<рамка, NOUN, 0,000344, 0,106>
<выпущен, PRTS, 0,000344, 0,0946>
<среди, PREP, 0,000344, 0,118>
<возможный, ADJF, 0,000341, 0,116>
<непосредственно, ADVB, 0,000339, 0,111>
<работать, INFN, 0,000339, 0,121>
<делаю, VERB, 0,000339, 0,115>
<содержащий, PRTF, 0,000337, 0,119>
<здесь, ADVB, 0,000337, 0,0964>
<сигнатура, NOUN, 0,000337, 0,0411>
<запуск, NOUN, 0,000337, 0,0955>
<обратный, ADJF, 0,000337, 0,0929>
<соответствую, VERB, 0,000335, 0,110>
<именно, PRCL, 0,000331, 0,106>
<длина, NOUN, 0,000330, 0,0625>
<оба, NUMR, 0,000330, 0,0973>
<считаюсь, VERB, 0,000330, 0,110>
<использующий, PRTF, 0,000330, 0,113>
<выше, PREP, 0,000328, 0,106>
<условный, ADJF, 0,000326, 0,0696>
<игра, NOUN, 0,000326, 0,0580>
<взаимодействие, NOUN, 0,000324, 0,0911>
<функциональность, NOUN, 0,000324, 0,101>
<обработчик, NOUN, 0,000322, 0,0366>
<регулярный, ADJF, 0,000322, 0,0438>
<обращение, NOUN, 0,000320, 0,0973>
<ни, PRCL, 0,000320, 0,0821>
<настоящий, ADJF, 0,000320, 0,115>
<какой, ADJF, 0,000320, 0,0982>
<широкий, ADJF, 0,000320, 0,107>
<иной, ADJF, 0,000320, 0,100>
<параллельный, ADJF, 0,000320, 0,0661>
<внутренний, ADJF, 0,000318, 0,102>
<добавлен, PRTS, 0,000318, 0,0964>
<даю, VERB, 0,000317, 0,102>
<университет, NOUN, 0,000317, 0,0893>
<регистр, NOUN, 0,000315, 0,0580>
<представлен, PRTS, 0,000315, 0,111>
<соответственно, ADVB, 0,000315, 0,102>
<сценарий, NOUN, 0,000315, 0,0580>
<содержимое, NOUN, 0,000311, 0,0750>
<этап, NOUN, 0,000311, 0,0777>
<атрибут, NOUN, 0,000311, 0,0527>
<иногда, ADVB, 0,000311, 0,112>
<дальнейший, ADJF, 0,000309, 0,104>
<причина, NOUN, 0,000307, 0,0955>
<вместе, ADVB, 0,000307, 0,113>
<указание, NOUN, 0,000306, 0,0830>
<роль, NOUN, 0,000304, 0,0670>
<командный, ADJF, 0,000304, 0,0723>
<пользовательский, ADJF, 0,000304, 0,0955>
<эффективный, ADJF, 0,000304, 0,0893>
<транслятор, NOUN, 0,000304, 0,0688>
<появление, NOUN, 0,000302, 0,0821>
<привожу, VERB, 0,000302, 0,0911>
<фортран, NOUN, 0,000302, 0,0375>
<существующий, ADJF, 0,000300, 0,0964>
<сообщество, NOUN, 0,000300, 0,0768>
<благодаря, PREP, 0,000300, 0,109>
<становлюсь, VERB, 0,000298, 0,0929>
<ранее, ADVB, 0,000298, 0,107>
<главный, ADJF, 0,000298, 0,0955>
<рекурсивный, ADJF, 0,000294, 0,0473>
<высший, ADJF, 0,000293, 0,0482>
<выбор, NOUN, 0,000293, 0,0821>
<скорость, NOUN, 0,000293, 0,0714>
<содержать, INFN, 0,000291, 0,0884>
<структурный, ADJF, 0,000291, 0,0643>
<завишу, VERB, 0,000291, 0,103>
<книга, NOUN, 0,000291, 0,0661>
<произвольный, ADJF, 0,000289, 0,0839>
<директива, NOUN, 0,000289, 0,0491>
<смысл, NOUN, 0,000287, 0,0929>
<заголовок, NOUN, 0,000287, 0,0473>
<паутина, NOUN, 0,000287, 0,0313>
<создаюсь, VERB, 0,000283, 0,0946>
<доступный, ADJF, 0,000283, 0,107>
<помимо, PREP, 0,000283, 0,100>
<счёт, NOUN, 0,000283, 0,0795>
<явно, ADVB, 0,000283, 0,0741>
<популярный, ADJF, 0,000283, 0,0955>
<мы, NPRO, 0,000281, 0,0679>
<инициализация, NOUN, 0,000281, 0,0464>
<практически, ADVB, 0,000280, 0,0830>
<алгол, NOUN, 0,000280, 0,0321>
<образец, NOUN, 0,000280, 0,0446>
<единственный, ADJF, 0,000278, 0,100>
<построение, NOUN, 0,000278, 0,0884>
<совместимость, NOUN, 0,000278, 0,0795>
<устройство, NOUN, 0,000276, 0,0786>
<отношусь, VERB, 0,000276, 0,0964>
<метка, NOUN, 0,000276, 0,0446>
<называю, VERB, 0,000276, 0,0973>
<ранний, ADJF, 0,000274, 0,0929>
<семейство, NOUN, 0,000274, 0,0848>
<член, NOUN, 0,000274, 0,0643>
<традиционный, ADJF, 0,000272, 0,0866>
<легко, ADVB, 0,000272, 0,0946>
<классический, ADJF, 0,000272, 0,0830>
<получить, INFN, 0,000272, 0,0893>
<схема, NOUN, 0,000272, 0,0607>
<широко, ADVB, 0,000272, 0,0982>
<ли, PRCL, 0,000272, 0,0830>
<отличаюсь, VERB, 0,000270, 0,0973>
<литерал, NOUN, 0,000270, 0,0321>
<пустой, ADJF, 0,000270, 0,0705>
<необходимый, ADJF, 0,000268, 0,0955>
<чтение, NOUN, 0,000268, 0,0759>
<ниже, ADVB, 0,000268, 0,0920>
<определённый, PRTF, 0,000268, 0,0920>
<основан, PRTS, 0,000268, 0,102>
<символьный, ADJF, 0,000268, 0,0616>
<состав, NOUN, 0,000267, 0,0813>
<ситуация, NOUN, 0,000265, 0,0714>
<степень, NOUN, 0,000265, 0,0973>
<одновременно, ADVB, 0,000263, 0,0884>
<единица, NOUN, 0,000263, 0,0688>
<практика, NOUN, 0,000263, 0,0786>
<заданный, ADJF, 0,000263, 0,0777>
<какой-либо, ADJF, 0,000261, 0,0973>
<трансляция, NOUN, 0,000261, 0,0580>
<парадигма, NOUN, 0,000261, 0,0670>
<бейсик, NOUN, 0,000261, 0,0357>
<преимущество, NOUN, 0,000259, 0,0848>
<аналогичный, ADJF, 0,000259, 0,0991>
<небольшой, ADJF, 0,000259, 0,0973>
<номер, NOUN, 0,000259, 0,0509>
<завершение, NOUN, 0,000257, 0,0536>
<вложенный, PRTF, 0,000257, 0,0589>
<итератор, NOUN, 0,000257, 0,0205>
<протокол, NOUN, 0,000257, 0,0438>
<плавающий, PRTF, 0,000257, 0,0545>
<интеллект, NOUN, 0,000257, 0,0214>
<вхожу, VERB, 0,000256, 0,0964>
<перегрузка, NOUN, 0,000256, 0,0366>
<вопрос, NOUN, 0,000256, 0,0607>
<промежуточный, ADJF, 0,000254, 0,0643>
<категория, NOUN, 0,000254, 0,0545>
<заголовочный, ADJF, 0,000254, 0,0339>
<полиморфный, ADJF, 0,000252, 0,0295>
<событие, NOUN, 0,000252, 0,0518>
<вычислительный, ADJF, 0,000252, 0,0750>
<коммерческий, ADJF, 0,000250, 0,0821>
<мир, NOUN, 0,000250, 0,0723>
<онтология, NOUN, 0,000250, 0,0188>
<буква, NOUN, 0,000248, 0,0625>
<строковый, ADJF, 0,000248, 0,0625>
<копирование, NOUN, 0,000248, 0,0393>
<дракон, NOUN, 0,000248, 0,00179>
<объём, NOUN, 0,000246, 0,0670>
<граф, NOUN, 0,000246, 0,0411>
<добавление, NOUN, 0,000244, 0,0875>
<несмотря, PREP, 0,000244, 0,0839>
<эффект, NOUN, 0,000244, 0,0580>
<байт, NOUN, 0,000244, 0,0545>
<хранение, NOUN, 0,000244, 0,0688>
<реализован, ADJS, 0,000243, 0,0884>
<требование, NOUN, 0,000243, 0,0705>
<род, NOUN, 0,000243, 0,0482>
<нотация, NOUN, 0,000243, 0,0563>
<предназначенный, PRTF, 0,000241, 0,0955>
<оно, NPRO, 0,000241, 0,0857>
<байт-код, NOUN, 0,000241, 0,0589>
<распространение, NOUN, 0,000241, 0,0821>
<эффективность, NOUN, 0,000239, 0,0670>
<быстрый, ADJF, 0,000239, 0,0839>
<пока, CONJ, 0,000239, 0,0804>
<важный, ADJF, 0,000239, 0,0875>
<ветвь, NOUN, 0,000239, 0,0348>
<реализовал, VERB, 0,000239, 0,0723>
<контроль, NOUN, 0,000237, 0,0598>
<доказательство, NOUN, 0,000237, 0,0384>
<бит, NOUN, 0,000237, 0,0348>
<служу, VERB, 0,000237, 0,0777>
<замена, NOUN, 0,000237, 0,0732>
<возврат, NOUN, 0,000235, 0,0464>
<информатика, NOUN, 0,000235, 0,0714>
<указанный, ADJF, 0,000235, 0,0661>
